content,date,like,place,tags
👀👀,2021-08-08,0,"New Delhi,india",[]
아~~~주 오래 기다린 끝에 나온 아이오닉5!첫 밥 주는날^^전기차는 신세계 그 자체:)#아이오닉5 #전기차 #전기차충전 ⚡️ #부릉부릉 🚗,2021-08-07,0,,"['#아이오닉5 ', '#전기차 ', '#전기차충전 ⚡️ ', '#부릉부릉 🚗']"
#아이오닉5 #전주성 가는길#경부고속도로 #epit #이핏 #안성휴계소#전주월드컵경기장 #전기차 #전기차충전#송민규 드디어 영접#ioniq5,2021-08-07,0,전주월드컵경기장,"['#아이오닉5 ', '#전주성 가는길', '#경부고속도로 ', '#epit ', '#이핏 ', '#안성휴계소', '#전주월드컵경기장 ', '#전기차 ', '#전기차충전', '#송민규 드디어 영접', '#ioniq5']"
"#속초 #대포항 인근에 위치한 #속초롯데리조트#오션뷰 객실과 로비그리고 인피니트풀 워터파크와 라운지ㆍ다양한 키즈 테마시설 또ㆍㆍ세븐일레븐, 롯데리아, 엔젤리너스 까지ㆍㆍㆍ#롯데 종합선물 세트같은ㆍㆍㆍ 테슬라슈퍼차져 5대와 급속전기차 충전기가 있어서 전기차 여행객들에겐 좋은 ㅎ#속초여행 #리조트 #속초리조트 #테슬라 #전기차 #전기차충전",2021-08-07,0,속초롯데호텔,"['#속초 ', '#대포항 인근에 위치한 ', '#속초롯데리조트', '#오션뷰 객실과 로비그리고 인피니트풀 워터파크와 라운지ㆍ다양한 키즈 테마시설 또ㆍㆍ세븐일레븐', '#롯데 종합선물 세트같은ㆍㆍㆍ 테슬라슈퍼차져 5대와 급속전기차 충전기가 있어서 전기차 여행객들에겐 좋은 ㅎ', '#속초여행 ', '#리조트 ', '#속초리조트 ', '#테슬라 ', '#전기차 ', '#전기차충전']"
"우리 기사님♥️⠀⠀기사님(우리애마)⠀전기차의 편견은장거리 불편.충전소가 적다.⠀⠀그런 편견을 사라지게 만든테슬라 3 퍼포먼스♥️⠀⠀주변에 전기차 추천한다고 말하면거부감이 든다네요.⠀""충전소가 적고충전시간이 길고여행 못하잖아!""⠀⠀저희 세 가족이 탄 후기‼️⠀⠀1. 무박. 강릉. 평창 등총 700km.충전 2번. 슈퍼차저 30분. 5분⠀2. 3박 4일. 거제도.사천 등총 1400km충전 3번. 슈퍼차저 30분. 30분.밤새 자는동안 일반 충전 끝.⠀⠀킬로가 긴데 충전 시간이 짧다‼️그 점은 알아둬야함‼️⠀⠀그외에 엄청난 장점들 많슴‼️전기차로 여행 장거리 문제 없슴‼️⠀⠀⠀# 전기차사랑♥️# 전기차후기⠀⠀⠀⠀⠀",2021-08-07,0,,"['# 전기차사랑♥️', '# 전기차후기⠀⠀⠀⠀⠀']"
"현대차에서 만든 #이피트 (E-PIT) 초고속 전기차 충전소 방문, 서울 올라오는 길에 문경휴게소에서 충전해봄350kw까지 나온다는데 아이오닉5에서 최고 충전속도는 222kw로 29퍼센트에서 80퍼센트까지 약 13분정도 소요, 빠르게 충전해봄kw당 299원으로 완속보다야 가격이 비싸지만 고속도로에서 빨리 충전되니 꽤 괜찮은듯",2021-08-07,0,문경휴게소,['#이피트 (E-PIT) 초고속 전기차 충전소 방문']
2021/08/07(토) 이슈#바이든 #전기차 #K배터리 #현대차 #카뱅 #카카오뱅크 #대장주 #따상 #mz세대 #신차 #lg에너지솔루션 #sk이노베이션 #삼성sdi #전기차충전 #초고속충전 #이핏 #강남 #무순위청약 #로또 #디에이치자이개포 #쇼트폼 #숏폼 #유튜브 #유튜브쇼츠 #쇼츠 #인스타릴스 #릴스 #틱톡 #도쿄올림픽 #여자골프@luv_golfer ⛳️💚,2021-08-07,0,,"['#바이든 ', '#전기차 ', '#K배터리 ', '#현대차 ', '#카뱅 ', '#카카오뱅크 ', '#대장주 ', '#따상 ', '#mz세대 ', '#신차 ', '#lg에너지솔루션 ', '#삼성', '#전기차충전 ', '#초고속충전 ', '#이핏 ', '#강남 ', '#무순위청약 ', '#로또 ', '#디에이치자이개포 ', '#쇼트폼 ', '#숏폼 ', '#유튜브 ', '#유튜브쇼츠 ', '#쇼츠 ', '#인스타릴스 ', '#릴스 ', '#틱톡 ', '#도쿄올림픽 ', '#여자골프@luv_golfer ⛳️💚']"
충린이들 첫 충전 👩🏻‍🔬우리집 주차장 이제와서 보니전기차 충전 인프라너무 잘 되있네🙂충전기만 15대 👏🏻#집밥 먹이고 출동해야디 🏃🏻‍♀️충전카드 유목민에게 고급정보 알려주신 전기차 동지 이웃주민 덕분에 #환경부카드 잘 발급 받아서 고고씽 ..#전기차#전기차충전#순수전기차#전기차충전카드#저공해차통합누리집#환경을생각하는#이라고말하고싶지만#충전값이별로안드는게#최고#e트론#audi#myaudi#etronquattro55#etron#열심히일하자#1대더사게#😆,2021-08-07,0,,"['#집밥 먹이고 출동해야디 🏃🏻\u200d♀️충전카드 유목민에게 고급정보 알려주신 전기차 동지 이웃주민 덕분에 ', '#환경부카드 잘 발급 받아서 고고씽 ..', '#전기차', '#전기차충전', '#순수전기차', '#전기차충전카드', '#저공해차통합누리집', '#환경을생각하는', '#이라고말하고싶지만', '#충전값이별로안드는게', '#최고', '#e트론', '#audi', '#myaudi', '#etronquattro55', '#etron', '#열심히일하자', '#1대더사게', '#😆']"
#도전한국 #EV #peaktime #아이디어 #특허검색정보서비스 #중복확인 #전기차충전 #도전 #한국 #신기술 @dojeon_korea,2021-08-07,0,"Incheon, South Korea","['#도전한국 ', '#EV ', '#peaktime ', '#아이디어 ', '#특허검색정보서비스 ', '#중복확인 ', '#전기차충전 ', '#도전 ', '#한국 ', '#신기술 @dojeon_korea']"
"기대하던 아이오닉5 시승완료!외장은 투싼급 크기지만, 실내는 확실히 투싼보다 더 넓다. 이전에 타보았던 니로EV와의 차이라면, 훨씬 안정감있는 승차감과 가속력이 있을 것 같다. 아무래도 전기차 전용플랫폼의 영향이지 않을까?무엇보다 충전속도가 작년과 비교했을때 충분히 기다릴만 해졌다는 점은 전기차의 점유율이 가파르게 상승하여도 이상하지 않겠다는 생각을 하게 해준다.다만, 휴게소 급속 충전기들의 충전 속도가 같은 제품임에도 4배이상 차이가 난다는 점은 전기차 인프라 사후관리가 아직 미흡하다는걸 느낀다.짧은 기간에 급발전해가는 전기차 시장이 놀라우면서도 더욱 기대가 된다#미스틱올리브그린펄 #테라브라운#현대자동차 #아이오닉5 #전기차 #전기차충전#디지털사이드미러",2021-08-06,0,,"['#미스틱올리브그린펄 ', '#테라브라운', '#현대자동차 ', '#아이오닉5 ', '#전기차 ', '#전기차충전', '#디지털사이드미러']"
💙에버오너님들 안녕하세요💙서울시 에버온 급속 충전기 위치를소개해드립니다!자세한 위치는 에버온 공식 블로그를 참고해주세요🙏...#에버온 #전기차 #전기차충전 #전기차충전소 #전기차충전기 #전기차급속충전기,2021-08-06,0,,"['#에버온 ', '#전기차 ', '#전기차충전 ', '#전기차충전소 ', '#전기차충전기 ', '#전기차급속충전기']"
💙에버오너님들 안녕하세요💙서울시 에버온 급속 충전기 위치를소개해드립니다!자세한 위치는 에버온 공식 블로그를 참고해주세요🙏...#에버온 #전기차 #전기차충전 #전기차충전소 #전기차충전기 #전기차급속충전기,2021-08-06,0,,"['#에버온 ', '#전기차 ', '#전기차충전 ', '#전기차충전소 ', '#전기차충전기 ', '#전기차급속충전기']"
과연 이자리에서 충전을 몇번이나 할수 있을까.._#전기차 #전기차충전 #전기차충전소,2021-08-06,0,,"['#전기차 ', '#전기차충전 ', '#전기차충전소']"
"📢 #SK렌터카_EVENT충전할수록 e득 프로모션🎉⠀SK렌터카 전기차 장기 렌탈 계약고객은 마음껏 충전해도 충전료가 무료!! (~2021.11.30까지)⠀📌 프로모션 대상 : SK렌터카 전기차 장기렌탈 8월 계약고객📌 프로모션 기간 : 8/5~8/31 (계약 등록일 기준)📌 프로모션 해당 차종 : 아이오닉5, EV6, 니로EV📌 프로모션 혜택 : 차량 인도 후부터 11월 30일까지 충전 무료 혜택 제공 (충전 횟수, 충전량 제한 없음)⠀👉 차량 인도 후: SK렌터카만의 ‘EV 올인원 충전카드’로 11월 말까지 전기차를 무료로 충전 (한전, 환경부 급속충전기)👉 무료충전 기간 종료 후: SK렌터카가 제공하는 충전료 할인프로그램 가입 가능 ('21.11월 출시예정)⠀👇충전할수록 e득!SK렌터카 전기차 충전 무료 혜택 받고 계약하기https://bit.ly/2VqnBjP⠀⠀#SK렌터카 #렌터카 #장기렌터카 #신차장기렌터카 #이벤트 #전기차이벤트 #전기차 #전기차충전 #EV올인원 #현대아이오닉5 #기아EV6 #기아니로EV #전기차무료충전 #전기차추천⠀",2021-08-06,0,,"['#SK렌터카_EVENT충전할수록 e득 프로모션🎉⠀SK렌터카 전기차 장기 렌탈 계약고객은 마음껏 충전해도 충전료가 무료!! (~2021.11.30까지)⠀📌 프로모션 대상 : SK렌터카 전기차 장기렌탈 8월 계약고객📌 프로모션 기간 : 8/5~8/31 (계약 등록일 기준)📌 프로모션 해당 차종 : 아이오닉5', '#SK렌터카 ', '#렌터카 ', '#장기렌터카 ', '#신차장기렌터카 ', '#이벤트 ', '#전기차이벤트 ', '#전기차 ', '#전기차충전 ', '#EV올인원 ', '#현대아이오닉5 ', '#기아EV6 ', '#기아니로EV ', '#전기차무료충전 ', '#전기차추천⠀']"
"전기차는 유가가 상승하며 더욱 그 인기가 상승하였는데요.전기차는 모터가 아닌 배터리를 사용하여 충전하는방식이기 때문에 친환경적이며 소음이 작습니다. 친환경적이라는 장점을 자랑하는 전기차,충전하는 데 꼭 지켜야 할 주의사항이 있는데요!오늘은 마중물대리와 함께 전기차 충전시주의사항에 대해 알아보겠습니다.1661-0021 (인류유일 공공이익)#마중물대리 #법인대리운전 #국내대리운전회사#법인대리운전업체 #대리운전업체추천 #선한영향력 #대리운전기부 #기부하는대리운전 #대리운전추천 #예비사회적기업 #전기차 #전기차충전#전기차충전시주의사항",2021-08-06,0,,"['#마중물대리 ', '#법인대리운전 ', '#국내대리운전회사', '#법인대리운전업체 ', '#대리운전업체추천 ', '#선한영향력 ', '#대리운전기부 ', '#기부하는대리운전 ', '#대리운전추천 ', '#예비사회적기업 ', '#전기차 ', '#전기차충전', '#전기차충전시주의사항']"
아마노와 함께 알아보는 전기차 이용 가이드✅전기차 이용가이드와 함께 저희 제품에 대해카드뉴스로 볼까요❓#AMANO #전기차충전기 #전기차충전 #주차관제시스템 #주차관제 #무인주차 #무인주차시스템 #주차관리시스템,2021-08-06,0,,"['#AMANO ', '#전기차충전기 ', '#전기차충전 ', '#주차관제시스템 ', '#주차관제 ', '#무인주차 ', '#무인주차시스템 ', '#주차관리시스템']"
[대구환경공단] D-ECO 환경사진 공모전📍 ~10월 22일 (금)👉접수방법모바일-대구환경공단 홈페이지-소통·참여-행사공지PC -https://han.gl/fiDdE#대구 #대구광역시 #경북 #경상북도 #청년 #대구환경공단 #환경사진 #일반사진 #드론사진 #스마트폰사진 #공단사업관련시설 #하수 #소각 #전기차충전 #미세먼지차량 #공모전 #청년귀환,2021-08-06,0,,"['#대구 ', '#대구광역시 ', '#경북 ', '#경상북도 ', '#청년 ', '#대구환경공단 ', '#환경사진 ', '#일반사진 ', '#드론사진 ', '#스마트폰사진 ', '#공단사업관련시설 ', '#하수 ', '#소각 ', '#전기차충전 ', '#미세먼지차량 ', '#공모전 ', '#청년귀환']"
테슬라가 다시 상승하고 있네요. 오늘은 전기차입니다.#머스크 #아이오닉5 #전기차충전 #전기차충전 #현대차 #기아차 #벤츠e클래스 #주식정보 #주식공부 #주식정보 #주식종목 #주식추천,2021-08-05,0,,"['#머스크 ', '#아이오닉5 ', '#전기차충전 ', '#전기차충전 ', '#현대차 ', '#기아차 ', '#벤츠e클래스 ', '#주식정보 ', '#주식공부 ', '#주식정보 ', '#주식종목 ', '#주식추천']"
"요즘 외출은 마트, 충전 이 둘뿐이다.충전은 40분정도 소요되니 이시간에 점심을 🍔🍟ㅎㅎ전기차 라이프#전기차 #전기차충전 #전기차라이프 #햄버거 #후렌치후라이 #감튀 #버거킹 #와퍼 #충전중 #점심 #일상기록 #일상스타그램 #kia #니로ev #niroev #electriccar #burgerking #whopper",2021-08-05,0,,"['#전기차 ', '#전기차충전 ', '#전기차라이프 ', '#햄버거 ', '#후렌치후라이 ', '#감튀 ', '#버거킹 ', '#와퍼 ', '#충전중 ', '#점심 ', '#일상기록 ', '#일상스타그램 ', '#kia ', '#니로ev ', '#niroev ', '#electriccar ', '#burgerking ', '#whopper']"
_#멜론 음악 스트리밍부터🎵더 확대된 Copper Rust 테마와#전기차 충전소에서 #카페이 결제까지!다양한 기능이 추가된7월 #내비게이션 업데이트를알아보세요!,2021-08-05,0,Hyundai Motor Group,"['#멜론 음악 스트리밍부터🎵더 확대된 Copper Ru', '#전기차 충전소에서 ', '#카페이 결제까지!다양한 기능이 추가된7월 ', '#내비게이션 업데이트를알아보세요!']"
늘어난 집밥배부르게 먹여주는게 도리지 🍺한전 충전기에 비해서 충전요금이 말도 안되게 싼 파워큐브가 주차장에 추가로 생겨서 옥와이 밥 먹이는 중..#전기차 #충전소 #전기차충전 #충전기 #전기차라이프 #테슬라 #테슬라모델y #테슬라충전 #테슬라완속충전 #완속충전 #파워큐브 #한전 #집밥 #차스타그램 #자동차스타그램 #집밥스타그램 #가성비 #갓성비 #tesla #teslamodely #charger #electric #car #ootd #daily,2021-08-05,0,행복한 집밥,"['#전기차 ', '#충전소 ', '#전기차충전 ', '#충전기 ', '#전기차라이프 ', '#테슬라 ', '#테슬라모델y ', '#테슬라충전 ', '#테슬라완속충전 ', '#완속충전 ', '#파워큐브 ', '#한전 ', '#집밥 ', '#차스타그램 ', '#자동차스타그램 ', '#집밥스타그램 ', '#가성비 ', '#갓성비 ', '#te', '#te', '#charger ', '#electric ', '#car ', '#ootd ', '#daily']"
고생한 고양이 밥먹이는중.오늘도 고생했어..다들 코로나로 힘든데 화이팅!!#재규어#재규어전기차 #재규어f페이스 #재규어xj #재규어f타입 #재규어xe #재규어xf #재규어e페이스 #재규어랜드로버 #재규어코리아 #재규어랜드로버스튜디오 #재규어i페이스 #재규어ftype #랜드로버 #랜드로버디스커버리클럽 #전기차 #전기차충전 #전기차라이프 #전기차충전기#전기자전거 #전기자동차#테슬라,2021-08-04,0,,"['#재규어', '#재규어전기차 ', '#재규어f페이스 ', '#재규어xj ', '#재규어f타입 ', '#재규어xe ', '#재규어xf ', '#재규어e페이스 ', '#재규어랜드로버 ', '#재규어코리아 ', '#재규어랜드로버스튜디오 ', '#재규어i페이스 ', '#재규어ftype ', '#랜드로버 ', '#랜드로버디스커버리클럽 ', '#전기차 ', '#전기차충전 ', '#전기차라이프 ', '#전기차충전기', '#전기자전거 ', '#전기자동차', '#테슬라']"
"테슬라 데스티네이션 차저!!사니다카페에 입성❤️이번주부터 사용가능!사니다카페&레스토랑 이용자는 무료🌈산의 싱그러움이 가득한 사니다카페에서전기차도 충전하면서 맛있는 음료와 디저트, 품격있는 음식으로 힐링하고가세요❤️",2021-08-04,0,사니다 카페,[]
#스마트ev제타#소형전기차#트위지#전기차#출퇴근차#업무용차#배달대행#배민커넥트#쿠팡플렉스 #전기차충전 #1회충전250km #전기경차 #광주전기차 #전기차보조금 #전남전기차 #나주전기차 #화순전기차 #수완지구 #광주맛집 #광주핫플 #수완롯데 아울렛 #전기경차 # #국산전기차 #순천전기차 #여수전기차 #광양전기차 #전기차박 #쿠팡잇츠 #쿠팡이츠배달 #쿠팡배달 #월13만원이면내차술취한고양이...ㅋㅋ,2021-08-04,0,,"['#스마트ev제타', '#소형전기차', '#트위지', '#전기차', '#출퇴근차', '#업무용차', '#배달대행', '#배민커넥트', '#쿠팡플렉스 ', '#전기차충전 ', '#1회충전250km ', '#전기경차 ', '#광주전기차 ', '#전기차보조금 ', '#전남전기차 ', '#나주전기차 ', '#화순전기차 ', '#수완지구 ', '#광주맛집 ', '#광주핫플 ', '#수완롯데 아울렛 ', '#전기경차 ', '# ', '#국산전기차 ', '#순천전기차 ', '#여수전기차 ', '#광양전기차 ', '#전기차박 ', '#쿠팡잇츠 ', '#쿠팡이츠배달 ', '#쿠팡배달 ', '#월13만원이면내차술취한고양이...ㅋㅋ']"
#주식 #증권 #주식거래 #키움 #재테크 #스캘핑 #해선 #주식자료 #주식초보 #현대자동차 #기아자동차 #친환경차 #전기차 #수소차 #전기차충전 #원익피앤이 #현대퓨처넷 #에스트래픽 #트립닷컴 #인터파크 #엑세스바이오 #코로나 #항원자가진단키트 #생활물가 #최고치,2021-08-04,0,,"['#주식 ', '#증권 ', '#주식거래 ', '#키움 ', '#재테크 ', '#스캘핑 ', '#해선 ', '#주식자료 ', '#주식초보 ', '#현대자동차 ', '#기아자동차 ', '#친환경차 ', '#전기차 ', '#수소차 ', '#전기차충전 ', '#원익피앤이 ', '#현대퓨처넷 ', '#에스트래픽 ', '#트립닷컴 ', '#인터파크 ', '#엑세스바이오 ', '#코로나 ', '#항원자가진단키트 ', '#생활물가 ', '#최고치']"
"✅8월 4일 / 돈💰 되는 뉴스정보를 알면 돈이 된다! 오늘의 돈되는 뉴스😍프로필에 있는 url을 누르시면 상담을 받으실 수 있습니다💬[돈 되는 뉴스]1. 현대차·기아 올해 친환경차 11만 대 팔았다현대차·기아가 올 1~7월 11만 대 이상의 친환경차를 판매했습니다. 전년 대비 41.1% 급증한 수치입니다. 반도체 수급 문제에도 이와 같은 호성적을 기록했기 때문에 의미가 있습니다. 반도체 수급이 개선되고 현대차그룹의 전기차 플랫폼은 E-GMP의 외부협력 시 주가 추가 상승이 기대됩니다.2. '5분 목표' 충전 시간 단축 나선 전기차 업체전기차 시장에 뛰어든 제조사들이 충전 시간을 줄이기 위해 경쟁하고 있습니다. 휘발유나 디젤차의 주유 시간이 5분 안팎인만큼 충전 시간을 줄여 경쟁력을 높이겠다는 의미입니다. 관련주로는 원익피앤이, 현대퓨처넷, 에스트래픽 등이 있습니다. 3. 중국 트립닷컴, 인터파크 인수전 뛰어드나세계 2위 온라인 여행플랫폼인 중국의 트립닷컴이 인터파크 인수전에 뛰어들 전망입니다. 트립닷컴, 야놀자를 포함해 현재까지 인터파크 인수 의사를 밝힌 기업은 7곳입니다. 유력 후보였던 네이버, 카카오, 롯데 등은 참여 의사가 불투명한 상황입니다.4. 미 FDA, 엑바 진단키트 긴급사용승인 허가엑세스바이오의 코로나 항원자가진단키트가 미국 식품의약국(FDA)의 긴급사용승인 허가를 받았습니다. 이번 승인을 통해 엑세스바이오 제품은 온오프라인에서 처방전 없이 구매 가능할 예정입니다. 엑세스바이오의 4일 주가는 전일 대비 15% 이상 상승했습니다.5. 전기, 식품 등 생활물가, 9년 1개월 만에 최고치전기료, 식품 등의 생활물가가 치솟고 있습니다. 3일 통계청에 따르면 소비자물가지수는 지난 달에 비해 2.6% 상승했습니다. 9년 1개월 만에 최고치입니다. 집값이 더 부담되는 불평이 나오는만큼 배달, 포장 관련주의 움직임을 주목해봐야겠습니다.",2021-08-04,0,,[]
"테슬라 모델3 썬팅 완료👍프리미엄신차패키지 플라이트틴팅✈*테슬라 모델3 신차패키지 시공내역​전면 : JOHNSON / R50%1열 : JOHNSON / R35%2열 : JOHNSON / R35%열선 : JOHNSON / R50%썬루프 : JOHNSON / R50%-🚘프리미엄신차패키지썬팅/블랙박스/보조배터리/하이패스/PPF/유리막코팅/유리발수코팅/가죽코팅/애프터블로우/방음/언더코팅상담,문의 👇📲010-3364-3491💌카카오톡에 ""플라이트틴팅""을 검색해주세요!💻네이버 검색창에 ""플라이트틴팅""을 검색하시면블로그를 통해 자세한 시공후기 보실 수 있습니다#차박 #캠핑 #전기차 #전기차라이프 #전기차충전 #전기차충전소 #캠핑음식 #한강차박 #차크닉 #나들이 #드라이브 #제주도 #마포 #하이패스 #용산아이파크몰 #여의도현대백화점 #송파 #잠실 #잠실롯데월드몰 #서울근교나들이 #서울근교카페 #서울근교드라이브 #강릉여행 #차박여행 #첫차 #테슬라모델x #테슬라모델y #테슬라모델3 #모델3 #테슬라",2021-08-03,0,,"['#차박 ', '#캠핑 ', '#전기차 ', '#전기차라이프 ', '#전기차충전 ', '#전기차충전소 ', '#캠핑음식 ', '#한강차박 ', '#차크닉 ', '#나들이 ', '#드라이브 ', '#제주도 ', '#마포 ', '#하이패스 ', '#용산아이파크몰 ', '#여의도현대백화점 ', '#송파 ', '#잠실 ', '#잠실롯데월드몰 ', '#서울근교나들이 ', '#서울근교카페 ', '#서울근교드라이브 ', '#강릉여행 ', '#차박여행 ', '#첫차 ', '#테슬라모델x ', '#테슬라모델y ', '#테슬라모델3 ', '#모델3 ', '#테슬라']"
아이오닉5 첫 회사 꽁짜밥 냠냠#꽁짜전기 #무료충전 #회사밥 #꽁짜밥#전기차충전#아이오닉5 #전기차 #새차뽑음,2021-08-03,0,,"['#꽁짜전기 ', '#무료충전 ', '#회사밥 ', '#꽁짜밥', '#전기차충전', '#아이오닉5 ', '#전기차 ', '#새차뽑음']"
"경기도 용인 신축 주택(타운×벽간소음×) 현장1층 - 방1/화장실1/베란다1/알파룸/넓은 거실과 주방2층 - 방3/화장실1/베란다1/야외테라스3층 - 넓은 다락방/넓은 옥상코시국 집콕할때 마당,테라스,옥상 외부와 차단된 아이들 야외놀이&바베큐 등👍우리집 테라스도 똥강아지들 구역🐣😉외관, 테라스, 옥상 보여드리기위해 비맞고 양말벗어던지고 빗물고인 슬리퍼신고 촬영항상 진실되고 성실하게 컨설팅하겠습니다😉#틱톡 #좋아요 #하트꾹 #경기도 #용인 #포곡읍 #신축 #신축주택 #단독주택 #전원주택 #신축매매 #매매#테라스 #마당 #옥상 #코시국 #코로나 #집콕 #층간소음 #벽간소음 X#내집 에 #내차 만 주차 #벙커형 #주차장 #주민센터 차량3분에서 #전기차충전 #각종 #편의시설 인접 #영동고속도로 #문의환영",2021-08-02,0,,"['#틱톡 ', '#좋아요 ', '#하트꾹 ', '#경기도 ', '#용인 ', '#포곡읍 ', '#신축 ', '#신축주택 ', '#단독주택 ', '#전원주택 ', '#신축매매 ', '#매매', '#테라스 ', '#마당 ', '#옥상 ', '#코시국 ', '#코로나 ', '#집콕 ', '#층간소음 ', '#벽간소음 X', '#내집 에 ', '#내차 만 주차 ', '#벙커형 ', '#주차장 ', '#주민센터 차량3분에서 ', '#전기차충전 ', '#각종 ', '#편의시설 인접 ', '#영동고속도로 ', '#문의환영']"
#햇살같은내딸~❤전기차라 충전하기위해 항상오는곳~♡충전하는동안 잠시놀다가기#우리가족은휴가중 #우리가족루틴 #전기차충전 #덥다더워,2021-08-02,0,,"['#햇살같은내딸~❤전기차라 충전하기위해 항상오는곳~♡충전하는동안 잠시놀다가기', '#우리가족은휴가중 ', '#우리가족루틴 ', '#전기차충전 ', '#덥다더워']"
"티맵모빌리티가 환경부와 함께 ‘TMAP #전기차 충전시설 스마트 서비스’를 제공합니다. 8월 말부터 TMAP에서 ‘충전소 고장제보 및 상태 표출’ 기능을 사용할 수 있으며, 올해 안으로 '#전기차충전기 최적경로 탐색 및 예약 서비스', '사용이력 실시간 알림' 등의 서비스가 추가될 예정입니다🙂결제도 편리해집니다. 내년 초부터 QR페이, PnC(플러그&차지) 등이 추가되며, 주차장·충전소 요금 통합 결제 등 스마트 결제서비스도 순차 도입 예정입니다.이제 TMAP과 함께 #전기차충전 도 쉽고 편리하게 이용하세요🚗#전기차라이프 #전기차충전소",2021-08-02,0,,"['#전기차 충전시설 스마트 서비스’를 제공합니다. 8월 말부터 TMAP에서 ‘충전소 고장제보 및 상태 표출’ 기능을 사용할 수 있으며', ""#전기차충전기 최적경로 탐색 및 예약 서비스'"", '#전기차충전 도 쉽고 편리하게 이용하세요🚗', '#전기차라이프 ', '#전기차충전소']"
안녕하세요 한전 서포터즈 예비 9기 그린라이트입니다💚💡한전에서 제공하는 서비스 KEPCO PLUG의 모든 것을 알고싶다면⁉️ 지금 바로 주목해주세요☺️...#한전 #한전서포터즈 #한전서포터즈예비9기 #한국전력 #kepcoplug #켑코플러그 #전기차 #전기차충전 #전기차충전소 #전기자동차 #대외활동,2021-08-01,0,,"['#한전 ', '#한전서포터즈 ', '#한전서포터즈예비9기 ', '#한국전력 ', '#kepcoplug ', '#켑코플러그 ', '#전기차 ', '#전기차충전 ', '#전기차충전소 ', '#전기자동차 ', '#대외활동']"
#Epit #전기차충전 👍🏻👍🏻👍🏻#아이오닉5롱레인지awd #친환경자동차#전기차라이프,2021-08-01,0,화성휴게소,"['#Epit ', '#전기차충전 👍🏻👍🏻👍🏻', '#아이오닉5롱레인지awd ', '#친환경자동차', '#전기차라이프']"
"안녕하세요 여러분⎝⍢⎠저희는 한전 서포터즈 예비 9기 ✨트라e앵글✨입니다😆-오늘은 캡코플러스에 대해 알려드리겠습니다!⚡️캡코플러그! 다들 알고 계신가요?캡코플러그란 한전에서 제공하는 전기차 충전 서비스입니다. 충전소 위치와 충전요금, 충전방식, 이용방법까지 알려주어서 편리하게 사용이 가능하답니다🤩-카카오지도와 t-map 연동을 통해 편리하게 길찾기 기능도 가능하고 충전기 상태 및 충전 정보 제공도 있습니다!-전기차를 이용하시는 분들께서 모르고 있으시다면 손해인 KEPCO PLUG⚡️다들 많이 이용해보세요 ◡̈많은 관심 부탁드립니다 ♥ ♥ ........#캡코플러그 #kepcoplug #전기차 #전기차충전 #전기차충전기 #한전서포터즈 #한국전력공사 #대외활동 #대외활동 #대외활동맞팔 #대외활동계정 #대외활동스타그램 #대학생 #대학생대외활동 #대학생서포터즈 #서포터즈 #서포터즈예비 #맞팔 #선팔 #좋아요 #선팔하면맞팔 #선팔 #선팔하면맞팔가요 #선팔맞팔 #선팔환영 #선팔로우",2021-08-01,0,,"['#캡코플러그 ', '#kepcoplug ', '#전기차 ', '#전기차충전 ', '#전기차충전기 ', '#한전서포터즈 ', '#한국전력공사 ', '#대외활동 ', '#대외활동 ', '#대외활동맞팔 ', '#대외활동계정 ', '#대외활동스타그램 ', '#대학생 ', '#대학생대외활동 ', '#대학생서포터즈 ', '#서포터즈 ', '#서포터즈예비 ', '#맞팔 ', '#선팔 ', '#좋아요 ', '#선팔하면맞팔 ', '#선팔 ', '#선팔하면맞팔가요 ', '#선팔맞팔 ', '#선팔환영 ', '#선팔로우']"
"#피서 #물놀이 #해비치호텔 #발씻는곳 에서 ㅋㅋ표선 해수욕장 사람 진~짜 많다 ㅎ 얼씬도 못하겠음 . 언능 도망쳐 해비치에서 #전기차충전 시켜놓고 @hongsuk.yang.9  대표님께서 선물로 주신 의자 꺼내놓고 .. 물놀이 중 ㅋ ㅋ ㅋ#감사합니다😊요러는 중에..바로 앞집 식당 아주머니께서 .. 보시곤..""지금이 제일 좋을때다~~ 근데 그걸 모르지? "" 하시는데 ... 왜 .. 민망해지나.. 사실 .. 저희 나이가 좀 .. 많..은데 말입니다 .그래도 #청춘 좋을때 즐기자!#제주살이#탐나로이제주살이",2021-08-01,0,,"['#피서 ', '#물놀이 ', '#해비치호텔 ', '#발씻는곳 에서 ㅋㅋ표선 해수욕장 사람 진~짜 많다 ㅎ 얼씬도 못하겠음 . 언능 도망쳐 해비치에서 ', '#전기차충전 시켜놓고 @hong', '#감사합니다😊요러는 중에..바로 앞집 식당 아주머니께서 .. 보시곤..""지금이 제일 좋을때다~~ 근데 그걸 모르지? "" 하시는데 ... 왜 .. 민망해지나.. 사실 .. 저희 나이가 좀 .. 많..은데 말입니다 .그래도 ', '#청춘 좋을때 즐기자!', '#제주살이', '#탐나로이제주살이']"
